Age,Gender,Income,Education,Marital_Status,Number_of_Dependents,Credit_History_Length,Number_of_Credit_Cards,Number_of_Bank_Accounts,Interest_Rate,Number_of_Loans,Delay_from_due_date,Outstanding_Debt,Credit_Utilization_Ratio,Credit_Score
0.33662834522584717,1.2214192382080082,-0.4026987814888622,-0.44015222086952555,-1.1880633706921555,-1.5211535230056255,0.7801394496409234,-0.8681619950797755,-1.2767468635147943,0.19905081883352832,-1.337524515715226,0.7804540323232632,1.0317960473818848,-0.397359342643013,2
1.0565269870370106,-0.011217115452930552,-0.9103630561355421,-1.3624203277338494,0.02828722311171804,0.25292764946202023,1.6229773725285814,0.8566516110550136,0.5284034553074094,-0.4733926946252813,-0.6489187135068145,1.1244752942313188,0.7321576497319414,-1.681189207612482,2
-0.21713984078274018,-1.2438534691138694,-0.7525316442949033,-0.44015222086952555,-1.1880633706921555,-0.9297931321830769,0.4189231969747843,0.5116888898280558,-0.3741717041036924,-0.16071514257879238,-1.337524515715226,-0.022262245462199758,0.32443574411466464,-1.6772177869365514,0
-0.9924153011947625,1.2214192382080082,0.545568494155334,-1.3624203277338494,0.02828722311171804,-0.3384327413605283,-1.7483743190220506,-0.8681619950797755,1.4309786147185113,1.6249075186936268,0.7282928909100085,-0.7103047692783109,-0.1739772664985614,-0.11091901239286545,1
0.5581356196292822,-0.011217115452930552,0.03627867476001754,1.404383992859122,-1.1880633706921555,0.8442880402845688,-1.3871580663559115,1.2016143322819715,0.5284034553074094,-0.4017577732061684,1.4168986931184198,1.4684965561393744,1.2820914625338913,-0.014546083159052281,1
-1.3800530314007737,-1.2438534691138694,0.44195739542620316,1.404383992859122,-1.1880633706921555,-0.9297931321830769,-0.1831038908021143,-1.2131247163067334,0.5284034553074094,-0.8122172854680216,0.7282928909100085,0.895127786292615,1.6330870265937758,-1.6310000819057024,1
1.5549183544447394,1.2214192382080082,0.03627867476001754,0.4821158859947982,-1.1880633706921555,0.8442880402845688,-0.1831038908021143,-0.8681619950797755,0.5284034553074094,-0.8630752693327939,-0.6489187135068145,-0.48095726133960714,0.0011364040071499748,0.6746759444109358,2
-0.66015438958961,1.2214192382080082,0.00688434172517522,0.4821158859947982,1.2446378169155916,-1.5211535230056255,-1.5075634839112912,-1.2131247163067334,-0.3741717041036924,-0.12466654861758311,0.7282928909100085,1.009801540261967,1.5428961014981524,-0.6889802371759738,1
0.33662834522584717,-0.011217115452930552,0.8993249601483843,0.4821158859947982,1.2446378169155916,0.25292764946202023,1.5025719549732017,-1.5580874375336913,-0.3741717041036924,0.9150975547866749,0.039687088701596956,-1.1689997851557183,0.3016350156874713,0.23379903990824322,0
1.3887878986421631,-0.011217115452930552,-1.6290977889819236,-0.44015222086952555,1.2446378169155916,0.25292764946202023,0.17811236186402485,-0.5231992738528177,-0.3741717041036924,-0.9922168044074198,1.4168986931184198,1.3538228021700225,0.14140308556608155,-0.6649791190511334,0
-0.7709080267913275,-0.011217115452930552,0.03627867476001754,-0.44015222086952555,-1.1880633706921555,1.4356484311071174,-1.5075634839112912,-0.17823655262585986,1.4309786147185113,0.7420398026290079,0.039687088701596956,-0.48095726133960714,-0.15768643200326316,-1.1292836653980176,1
-0.5494007523878927,-1.2438534691138694,0.10172587319832357,-1.3624203277338494,0.02828722311171804,-0.3384327413605283,0.05770694430864512,0.16672616860109798,-1.2767468635147943,-1.6291174395108503,0.039687088701596956,-0.7103047692783109,-1.0317504948919265,-0.2962186947722573,2
-1.2139225755981975,-0.011217115452930552,0.828695322609238,0.4821158859947982,0.02828722311171804,0.25292764946202023,-0.1831038908021143,-0.17823655262585986,1.4309786147185113,-0.25846936261746967,-0.6489187135068145,0.20708526247650394,-1.7645538157115639,-0.9032163808409406,0
-1.2139225755981975,1.2214192382080082,-1.4766078598830674,-1.3624203277338494,0.02828722311171804,-1.5211535230056255,0.539328614530164,-1.5580874375336913,-0.3741717041036924,0.9714175072212787,-1.337524515715226,0.20708526247650394,-0.9168990257156243,0.14671596941909346,0
-0.49402393378703385,1.2214192382080082,1.6416732281939752,-1.3624203277338494,0.02828722311171804,-0.3384327413605283,1.6229773725285814,-0.8681619950797755,-1.2767468635147943,-0.5348159221123636,0.039687088701596956,-1.398347293094422,0.039233113124224894,-1.0192878146111906,2
1.1119038056378694,-0.011217115452930552,0.23726167666224135,0.4821158859947982,1.2446378169155916,-0.9297931321830769,-0.30350930835749407,-1.5580874375336913,-1.2767468635147943,0.24048463037156365,0.7282928909100085,-0.8249785232476627,-0.4233431218364066,0.05511122472036313,0
0.17049788942327096,-0.011217115452930552,0.29529021403879663,1.404383992859122,1.2446378169155916,0.25292764946202023,-0.0626984732467346,-0.17823655262585986,-0.3741717041036924,-0.9956933650125206,-1.337524515715226,-1.0543260311863665,-0.17906616714098095,-1.1631415005591004,2
0.3920051638267059,1.2214192382080082,-0.43673377021689336,0.4821158859947982,-1.1880633706921555,-0.3384327413605283,-0.1831038908021143,-0.17823655262585986,-0.3741717041036924,0.8547122041001105,0.7282928909100085,0.20708526247650394,1.7179733350128594,0.6193115320897228,0
-0.49402393378703385,-1.2438534691138694,0.5927658464414167,-1.3624203277338494,-1.1880633706921555,-1.5211535230056255,1.020950284751683,0.16672616860109798,1.4309786147185113,-1.5218547584259134,0.7282928909100085,-0.9396522772170146,-0.5291725686290284,0.9072373536927171,2
-1.6569371244050672,-0.011217115452930552,0.055695378833226256,0.4821158859947982,0.02828722311171804,1.4356484311071174,1.1413557023070626,0.8566516110550136,-0.3741717041036924,1.2356267274830173,-1.337524515715226,-0.595631015308959,-0.16588467082514452,-1.3262020418049474,0
-0.6047775709887513,-0.011217115452930552,1.3280767756684588,-1.3624203277338494,1.2446378169155916,0.8442880402845688,0.4189231969747843,1.5465770535089294,-1.2767468635147943,-1.0190651324479216,-1.337524515715226,-1.0543260311863665,-1.301861115418331,-0.08580482494895962,1
1.1119038056378694,1.2214192382080082,-1.5766050305250616,-1.3624203277338494,0.02828722311171804,0.8442880402845688,-1.1463472312451521,-1.5580874375336913,0.5284034553074094,1.3109341998663127,0.7282928909100085,-0.8249785232476627,-1.60685519575683,-1.4633663366397742,0
-1.712313943005926,-0.011217115452930552,0.19552441104273074,0.4821158859947982,-1.1880633706921555,-1.5211535230056255,-0.6647255610236332,-0.5231992738528177,-0.3741717041036924,-0.48727783005319786,-0.6489187135068145,-0.9396522772170146,0.9863442347637795,0.36668350840129527,0
-0.49402393378703385,-1.2438534691138694,0.4508346114136137,-0.44015222086952555,-1.1880633706921555,-1.5211535230056255,1.382166537417822,1.5465770535089294,-0.3741717041036924,0.7881691540826449,1.4168986931184198,-1.513021047063774,0.25654160030727097,-0.7917048863711986,1
0.6135124382301409,1.2214192382080082,-0.20110517741570372,0.4821158859947982,0.02828722311171804,0.8442880402845688,-0.0626984732467346,-1.5580874375336913,1.4309786147185113,-0.6020337859026115,1.4168986931184198,0.0924115085071521,0.9339253078058846,0.12180961280011056,1
-0.16176302218188146,-0.011217115452930552,-0.4403350008482827,-0.44015222086952555,-1.1880633706921555,1.4356484311071174,0.6597340320855437,1.2016143322819715,1.4309786147185113,1.4195212752851865,-0.6489187135068145,-1.6276948010331256,-1.2435869121859975,0.08653702330827397,1
0.2812515266249884,1.2214192382080082,-0.39462621453271995,-1.3624203277338494,0.02828722311171804,-0.3384327413605283,0.7801394496409234,0.5116888898280558,-0.3741717041036924,-1.2656380760184616,-1.337524515715226,-0.1369359994315516,0.26062538875178215,1.498674164825987,1
-1.712313943005926,-0.011217115452930552,0.19453090283306618,-1.3624203277338494,1.2446378169155916,0.8442880402845688,0.539328614530164,0.5116888898280558,-1.2767468635147943,-1.086865112733554,0.7282928909100085,-0.25160975340090347,-0.8736360757310624,0.19628298790152734,2
1.4995415358438806,-0.011217115452930552,-1.980408911773056,-0.44015222086952555,0.02828722311171804,-1.5211535230056255,1.2617611198624423,-0.17823655262585986,-1.2767468635147943,-0.003151581823525521,1.4168986931184198,1.4684965561393744,-0.9648252760828812,0.3139870394365016,2
-0.66015438958961,-0.011217115452930552,1.0607110626501484,-1.3624203277338494,1.2446378169155916,0.25292764946202023,-1.1463472312451521,0.5116888898280558,0.5284034553074094,-1.4196570885130313,0.7282928909100085,0.20708526247650394,-1.7367259496456235,-0.3153781690675552,0
